-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1984 through 12/31/2022 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                     MERRA-2 Surface Pressure (kPa) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
GWETROOT,1995,46.25,-88.25,0.43,0.43,0.45,0.46,0.46,0.41,0.4,0.4,0.39,0.44,0.46,0.46,0.43
GWETROOT,1995,46.75,-83.75,0.54,0.54,0.58,0.59,0.6,0.54,0.5,0.47,0.51,0.54,0.58,0.58,0.55
GWETROOT,1995,46.75,-84.25,0.52,0.52,0.56,0.58,0.58,0.52,0.48,0.45,0.49,0.52,0.58,0.58,0.53
GWETROOT,1995,46.75,-84.75,0.48,0.48,0.52,0.53,0.53,0.48,0.45,0.42,0.45,0.48,0.54,0.54,0.49
GWETROOT,1995,46.75,-85.25,0.45,0.46,0.48,0.49,0.5,0.45,0.43,0.41,0.43,0.46,0.5,0.5,0.46
GWETROOT,1995,46.75,-85.75,0.45,0.46,0.48,0.48,0.48,0.45,0.44,0.42,0.42,0.46,0.48,0.48,0.46
GWETROOT,1995,46.75,-86.25,,,,,,,,,,,,,
GWETROOT,1995,46.75,-86.75,,,,,,,,,,,,,
GWETROOT,1995,46.75,-87.25,,,,,,,,,,,,,
GWETROOT,1995,46.75,-87.75,0.42,0.42,0.45,0.47,0.47,0.42,0.4,0.39,0.4,0.44,0.48,0.47,0.44
GWETROOT,1995,46.75,-88.25,0.45,0.45,0.49,0.5,0.5,0.45,0.42,0.41,0.42,0.47,0.5,0.5,0.47
GWETROOT,1995,47.25,-83.75,0.54,0.54,0.57,0.58,0.58,0.53,0.5,0.46,0.5,0.52,0.55,0.55,0.54
GWETROOT,1995,47.25,-84.25,0.52,0.52,0.56,0.57,0.56,0.51,0.48,0.44,0.48,0.51,0.54,0.54,0.52
GWETROOT,1995,47.25,-84.75,0.48,0.48,0.51,0.52,0.52,0.47,0.45,0.41,0.44,0.47,0.51,0.51,0.48
GWETROOT,1995,47.25,-85.25,0.45,0.46,0.48,0.49,0.48,0.43,0.42,0.39,0.41,0.44,0.48,0.48,0.45
GWETROOT,1995,47.25,-85.75,0.45,0.45,0.48,0.48,0.47,0.42,0.41,0.38,0.41,0.44,0.46,0.47,0.45
GWETROOT,1995,47.25,-86.25,,,,,,,,,,,,,
GWETROOT,1995,47.25,-86.75,,,,,,,,,,,,,
GWETROOT,1995,47.25,-87.25,,,,,,,,,,,,,
GWETROOT,1995,47.25,-87.75,0.54,0.55,0.59,0.61,0.59,0.52,0.49,0.46,0.48,0.55,0.6,0.61,0.55
GWETROOT,1995,47.25,-88.25,0.53,0.53,0.57,0.59,0.57,0.51,0.47,0.44,0.47,0.54,0.58,0.58,0.53
GWETROOT,1995,47.75,-83.75,0.54,0.54,0.57,0.57,0.56,0.52,0.48,0.42,0.45,0.49,0.51,0.51,0.51
GWETROOT,1995,47.75,-84.25,0.53,0.53,0.56,0.55,0.55,0.5,0.47,0.41,0.44,0.48,0.5,0.5,0.5
GWETROOT,1995,47.75,-84.75,0.5,0.5,0.52,0.52,0.51,0.46,0.44,0.39,0.41,0.45,0.47,0.47,0.47
GWETROOT,1995,47.75,-85.25,0.47,0.48,0.5,0.5,0.48,0.43,0.41,0.37,0.39,0.43,0.46,0.46,0.45
GWETROOT,1995,47.75,-85.75,0.47,0.47,0.51,0.5,0.47,0.42,0.4,0.36,0.39,0.44,0.46,0.46,0.45
GWETROOT,1995,47.75,-86.25,0.48,0.48,0.52,0.52,0.48,0.42,0.4,0.36,0.39,0.45,0.48,0.48,0.46
GWETROOT,1995,47.75,-86.75,0.57,0.58,0.63,0.64,0.6,0.52,0.48,0.44,0.48,0.56,0.61,0.62,0.56
GWETROOT,1995,47.75,-87.25,,,,,,,,,,,,,
GWETROOT,1995,47.75,-87.75,,,,,,,,,,,,,
GWETROOT,1995,47.75,-88.25,0.53,0.53,0.56,0.57,0.56,0.52,0.51,0.47,0.49,0.56,0.59,0.6,0.54
GWETROOT,1995,48.25,-83.75,0.55,0.55,0.57,0.57,0.56,0.52,0.48,0.41,0.43,0.47,0.49,0.49,0.51
GWETROOT,1995,48.25,-84.25,0.54,0.54,0.56,0.55,0.54,0.49,0.46,0.38,0.4,0.45,0.46,0.46,0.49
GWETROOT,1995,48.25,-84.75,0.52,0.52,0.54,0.53,0.52,0.46,0.44,0.37,0.39,0.43,0.45,0.45,0.46
GWETROOT,1995,48.25,-85.25,0.49,0.49,0.51,0.51,0.49,0.44,0.42,0.35,0.38,0.42,0.44,0.44,0.45
GWETROOT,1995,48.25,-85.75,0.47,0.47,0.5,0.5,0.47,0.42,0.41,0.35,0.38,0.43,0.45,0.45,0.44
GWETROOT,1995,48.25,-86.25,0.48,0.48,0.52,0.52,0.48,0.43,0.41,0.36,0.39,0.46,0.48,0.48,0.46
GWETROOT,1995,48.25,-86.75,0.5,0.5,0.55,0.55,0.5,0.43,0.42,0.37,0.4,0.49,0.53,0.54,0.48
GWETROOT,1995,48.25,-87.25,,,,,,,,,,,,,
GWETROOT,1995,48.25,-87.75,,,,,,,,,,,,,
GWETROOT,1995,48.25,-88.25,0.42,0.42,0.43,0.43,0.43,0.41,0.42,0.4,0.41,0.46,0.47,0.48,0.43
GWETROOT,1996,46.25,-83.75,0.57,0.6,0.62,0.64,0.64,0.59,0.57,0.55,0.54,0.58,0.61,0.62,0.59
GWETROOT,1996,46.25,-84.25,0.59,0.62,0.65,0.69,0.68,0.62,0.58,0.56,0.54,0.58,0.62,0.64,0.61
GWETROOT,1996,46.25,-84.75,0.55,0.58,0.6,0.64,0.62,0.57,0.54,0.52,0.5,0.54,0.57,0.59,0.57
GWETROOT,1996,46.25,-85.25,0.52,0.54,0.55,0.57,0.56,0.53,0.51,0.49,0.47,0.5,0.53,0.54,0.53
GWETROOT,1996,46.25,-85.75,0.51,0.52,0.54,0.55,0.54,0.52,0.5,0.48,0.47,0.49,0.51,0.52,0.51
GWETROOT,1996,46.25,-86.25,0.51,0.53,0.55,0.57,0.55,0.52,0.5,0.48,0.46,0.48,0.51,0.52,0.52
GWETROOT,1996,46.25,-86.75,0.47,0.48,0.5,0.53,0.51,0.49,0.46,0.44,0.42,0.44,0.46,0.47,0.47
GWETROOT,1996,46.25,-87.25,0.45,0.47,0.49,0.52,0.51,0.5,0.46,0.44,0.41,0.43,0.45,0.45,0.47
GWETROOT,1996,46.25,-87.75,0.46,0.46,0.49,0.54,0.53,0.52,0.48,0.45,0.42,0.43,0.46,0.46,0.48
GWETROOT,1996,46.25,-88.25,0.46,0.47,0.49,0.56,0.55,0.54,0.5,0.47,0.44,0.44,0.47,0.47,0.49
GWETROOT,1996,46.75,-83.75,0.61,0.63,0.64,0.7,0.72,0.66,0.64,0.61,0.59,0.63,0.66,0.67,0.64
GWETROOT,1996,46.75,-84.25,0.61,0.65,0.67,0.73,0.74,0.67,0.64,0.62,0.58,0.63,0.66,0.68,0.66
GWETROOT,1996,46.75,-84.75,0.57,0.6,0.62,0.66,0.66,0.6,0.58,0.57,0.53,0.57,0.6,0.61,0.6
GWETROOT,1996,46.75,-85.25,0.52,0.54,0.56,0.58,0.57,0.54,0.52,0.51,0.49,0.51,0.53,0.55,0.54
GWETROOT,1996,46.75,-85.75,0.49,0.5,0.51,0.52,0.51,0.5,0.49,0.49,0.48,0.49,0.5,0.51,0.5
GWETROOT,1996,46.75,-86.25,,,,,,,,,,,,,
GWETROOT,1996,46.75,-86.75,,,,,,,,,,,,,
GWETROOT,1996,46.75,-87.25,,,,,,,,,,,,,
GWETROOT,1996,46.75,-87.75,0.48,0.48,0.5,0.56,0.57,0.55,0.52,0.48,0.45,0.45,0.48,0.49,0.5
GWETROOT,1996,46.75,-88.25,0.5,0.5,0.53,0.61,0.61,0.58,0.55,0.51,0.47,0.48,0.51,0.51,0.53
GWETROOT,1996,47.25,-83.75,0.56,0.57,0.58,0.64,0.67,0.61,0.6,0.58,0.56,0.59,0.61,0.61,0.6
GWETROOT,1996,47.25,-84.25,0.56,0.57,0.58,0.64,0.67,0.61,0.6,0.58,0.55,0.57,0.6,0.6,0.59
GWETROOT,1996,47.25,-84.75,0.52,0.54,0.55,0.6,0.61,0.55,0.54,0.53,0.5,0.52,0.54,0.55,0.55
GWETROOT,1996,47.25,-85.25,0.49,0.5,0.51,0.56,0.56,0.51,0.49,0.48,0.45,0.47,0.49,0.5,0.5
GWETROOT,1996,47.25,-85.75,0.47,0.48,0.49,0.54,0.54,0.48,0.47,0.46,0.43,0.44,0.46,0.47,0.48
GWETROOT,1996,47.25,-86.25,,,,,,,,,,,,,
GWETROOT,1996,47.25,-86.75,,,,,,,,,,,,,
GWETROOT,1996,47.25,-87.25,,,,,,,,,,,,,
GWETROOT,1996,47.25,-87.75,0.61,0.61,0.63,0.72,0.71,0.65,0.62,0.57,0.53,0.55,0.59,0.61,0.61
GWETROOT,1996,47.25,-88.25,0.59,0.59,0.61,0.7,0.7,0.64,0.61,0.56,0.51,0.53,0.57,0.59,0.6
GWETROOT,1996,47.75,-83.75,0.52,0.52,0.53,0.58,0.59,0.55,0.54,0.52,0.49,0.51,0.52,0.53,0.53
GWETROOT,1996,47.75,-84.25,0.5,0.5,0.51,0.57,0.57,0.53,0.52,0.5,0.47,0.49,0.5,0.51,0.51
GWETROOT,1996,47.75,-84.75,0.48,0.48,0.49,0.55,0.55,0.5,0.48,0.47,0.44,0.45,0.47,0.48,0.49
GWETROOT,1996,47.75,-85.25,0.46,0.46,0.48,0.55,0.54,0.48,0.46,0.44,0.41,0.42,0.45,0.46,0.47
GWETROOT,1996,47.75,-85.75,0.46,0.46,0.48,0.57,0.57,0.49,0.46,0.44,0.41,0.42,0.45,0.47,0.47
